X,Y,Xg,Yg
0.4669401081404052,0.023181085326449885,0.5251725261737976,-0.008332162060623927
0.755005248522195,-0.07632693303659932,0.9089507483887397,-0.984919083021496
-0.8566999206146895,0.027909735816867565,1.0679347212825911,-0.5266934007371434
1.1907997656002347,0.06638586243008329,0.14798590893448044,-1.3649946168573368
-0.9151228443241375,-0.015607644560765214,0.6075605449934353,-1.64957676640871
-0.48796332236808493,0.03561230349297977,-0.5856069942770217,-1.1631606533900287
-0.41089046416677527,0.04769556405822916,-0.05612777103735014,0.4922499687158387
0.4872107719352238,-0.028718147649582484,0.131112495764709,-3.026456527489399
-0.28692145753131976,-0.07696365776365467,0.907640086963225,-0.5725403661892683
0.14362657003770044,0.025880841498874232,0.8862622518342381,-1.988547950180228
1.5672832579575786,-0.01739711323013386,-0.7824550676595083,0.2741674441483636
-0.21591628433851578,0.01781728709924676,-0.1169628030489079,-1.4153693746119755
-0.557910091511133,-0.010866272475367224,-0.12950451905849947,0.43668950623286684
0.4684322705923435,-0.007858103486668813,-3.06055782538399,-0.9958693159826937
-1.8302684299371283,-0.17861625189839822,0.7371442080936134,0.2726516461428785
0.7349441937133648,0.03416486740077048,-0.05829118097401128,-0.8374233837460529
-1.3204083240208353,-0.022309178786832112,0.43801666558738694,-1.572670798918379
2.4729714820095423,-0.07220830480044997,-0.32608451470622035,0.31568456753091256
-1.3458743947272824,-0.09250368265424828,0.7828710098682258,-0.3265723808301602
0.5448147018163518,-0.11511336342821013,-0.7005768224206762,0.14484999206765017
1.1324025407574299,0.08110460789757148,-0.2842915062904517,-1.4325022917249628
0.838883592745627,-0.17876146477029178,-0.5704766508516125,0.04712785184401953
0.9414905092692458,-0.08821624999005058,-1.3957849548981722,-2.1044290764093447
-0.04331687822743134,-0.1734997573982762,0.35031986396482573,-0.4150527817523662
-2.6704669557527994,0.19710597985871403,-1.6576215486833688,0.16267208144453632
0.6369503828159192,0.15936511665303835,2.2563600436864313,-1.9944412643898113
0.7805132084548662,0.1344757229550408,0.6135461551519404,-0.23754658137989743
0.41574151289646927,-0.006953538434002385,-0.10442042849125892,-0.7538637310186034
-0.7121780395718905,-0.019024326970030075,0.6672492048080221,1.610076484127719
0.14480178116397918,0.022276659016794945,1.0927972564401018,2.1208181709771687
0.8873826412696749,0.053066395893679764,0.11670465111252681,0.5720497602131728
0.05581775191558878,0.1404140227821469,-1.4293770400380976,-0.1812489841274763
-0.14857444681280618,0.0010936652294228893,0.32895471044061686,-0.6624175615810306
0.5045273748154199,0.20206876739627178,-1.8049666218946414,0.20478427824264545
0.2286105498939591,-0.03620020504685175,-0.7378274341639884,0.9555240818764578
-0.15761485656251054,-0.002133493415980989,-0.49842708383384954,-0.1995364498234533
-0.9283229248537427,-0.18276354489678104,-1.1328627987865225,-0.9166507052652673
-0.7092093717415666,-0.009931107721072807,1.1260864514563327,0.8994930811564721
-0.1645779420337108,0.12164426429216024,1.6700344165537737,0.05324105887691154
1.4136739027863627,0.006377467058012887,2.6834405526280327,-0.03234295404489866
0.5802762648831298,-0.08007961785129826,-1.8782361458097174,-0.7562153021873754
-0.40251342753047586,0.06279188722540688,-0.7878927611348193,0.5374731686782087
1.0783141534580782,-0.016117071570987178,0.18362528229366493,0.6337645820168408
0.15333937942635326,0.0937582177451935,-1.7213252084462731,-0.07938894130783791
1.4253919896656277,-0.08849522412878881,-1.4701597076422048,0.11982830829174444
-0.0634212414487812,0.17135476025238175,-0.22648859178559622,0.7781262220467209
-0.1204262018156945,-0.08935672741850045,-1.26271370898827,0.5868271107029485
-0.258167649982986,0.0822648684582772,0.9915379560200032,0.7570984305259242
-0.6813875507564773,0.0768900552521211,0.6424457554861475,0.4136320091625629
0.5699716349165366,0.09746487342929762,-0.683082675857065,2.567253488482746
1.8083368396648416,-0.009775502146776685,0.7052070997674768,0.18809587050149715
-1.2902658838655634,-0.039356954256516564,0.18660198453434113,-0.734662056226858
-1.5197537207462413,-0.0036512085918595965,-0.27081771807555516,1.271010521802799
-0.8620300477466507,-0.15076188003931543,0.5155037615720333,-0.6570187721218164
-0.3050768190029862,0.029993735485145806,-2.30123661161473,1.1640880343993483
0.33401090009902024,0.05797323734970205,0.743509018530526,-0.7242559062395878
0.6243986918376521,0.07726071104095658,-0.5031916886584412,-2.4835552105386567
-2.429620916730692,0.10057092576356484,1.449320687834036,0.035161232358113484
-0.21213244925474717,-0.002183525530602602,-0.5891085934243555,-0.5730876190771829
